No,SiteID,PlantVariety,PlantType,PlantID,Length,Length_sq,Width,Width_sq,Flower,estimate00,mixed
600,B,Kitawase,Pin,B-P02,9.53,90.82,4.22,17.81,NA,56.20336519,56
601,B,Kitawase,Pin,B-P02,8.76,76.74,4.44,19.71,NA,54.30148764,54
602,B,Kitawase,Pin,B-P02,13.38,179.02,6.37,40.58,NA,125.9268022,126
603,B,Kitawase,Pin,B-P02,11.28,127.24,5.91,34.93,NA,101.1996928,101
604,B,Kitawase,Pin,B-P02,9.65,93.12,5.37,28.84,NA,78.58100658,79
605,B,Kitawase,Pin,B-P02,9.76,95.26,4.65,21.62,NA,66.13122266,66
606,B,Kitawase,Pin,B-P02,12.6,158.76,4.27,18.23,NA,81.35378697,81
607,B,Kitawase,Pin,B-P02,13.01,169.26,8.22,67.57,NA,154.5079695,155
608,B,Kitawase,Pin,B-P02,9.54,91.01,5.55,30.8,67,80.99319586,67
609,B,Kitawase,Pin,B-P02,15.37,236.24,8.94,79.92,126,184.7745635,126
610,B,Kitawase,Pin,B-P02,5.27,27.77,2.72,7.4,17,-6.612237287,17
611,B,Kitawase,Pin,B-P02,8.87,78.68,6.72,45.16,133,96.50511673,133
612,B,Kitawase,Pin,B-P02,13.18,173.71,4.73,22.37,68,94.58600593,68
613,B,Kitawase,Pin,B-P02,10.8,116.64,4.18,17.47,44,65.45467927,44
614,B,Kitawase,Pin,B-P02,NA,NA,NA,NA,56,NA,56
615,B,Kitawase,Pin,B-P02,12.8,163.84,4.84,23.43,54,93.6390338,54
616,B,Kitawase,Pin,B-P02,NA,NA,4.6,21.16,75,NA,75
617,B,Kitawase,Pin,B-P02,12.02,144.48,4.37,19.1,77,78.67426124,77
618,B,Kitawase,Pin,B-P03,26.13,682.78,5.28,27.88,NA,206.8392683,207
619,B,Kitawase,Pin,B-P03,27.87,776.74,4.55,20.7,NA,207.0078736,207
620,B,Kitawase,Pin,B-P03,23.03,530.38,4.98,24.8,NA,176.8777793,177
621,B,Kitawase,Pin,B-P03,22.04,485.76,4.36,19.01,NA,157.4690935,157
622,B,Kitawase,Pin,B-P03,16.7,278.89,4.29,18.4,NA,114.0519804,114
623,B,Kitawase,Pin,B-P03,21.4,457.96,6.53,42.64,NA,191.9573191,192
624,B,Kitawase,Pin,B-P03,11.99,143.76,4.34,18.84,NA,77.86975755,78
625,B,Kitawase,Pin,B-P03,9.79,95.84,4.33,18.75,NA,60.33989029,60
626,B,Kitawase,Pin,B-P03,10.09,101.81,5.26,27.67,NA,80.03637748,80
627,B,Kitawase,Pin,B-P03,11.1,123.21,7.28,53,NA,123.7239544,124
628,B,Kitawase,Pin,B-P03,13.45,180.9,8.09,65.45,112,155.8349262,112
629,B,Kitawase,Pin,B-P03,8.66,75,3.04,9.24,31,26.46930301,31
630,B,Kitawase,Pin,B-P03,18.21,331.6,3.28,10.76,65,106.4722789,65
631,B,Kitawase,Pin,B-P03,15.56,242.11,4.96,24.6,78,117.6250765,78
632,B,Kitawase,Pin,B-P03,17.37,301.72,7.61,57.91,149,178.7352262,149
633,C,Horiminori,Pin,C-P01,19.39,375.97,5.98,35.76,NA,166.3805634,166
634,C,Horiminori,Pin,C-P01,18.59,345.59,4.34,18.84,NA,129.8945543,130
635,C,Horiminori,Pin,C-P01,10.75,115.56,7.16,51.27,NA,118.9152979,119
636,C,Horiminori,Pin,C-P01,19.33,373.65,4.9,24.01,NA,146.2287729,146
637,C,Horiminori,Pin,C-P01,12.92,166.93,8.36,69.89,NA,156.0927257,156
638,C,Horiminori,Pin,C-P01,7.53,56.7,4.94,24.4,NA,53.95814845,54
639,C,Horiminori,Pin,C-P01,14.29,204.2,5.02,25.2,NA,108.7245201,109
640,C,Horiminori,Pin,C-P01,8.15,66.42,4.25,18.06,NA,45.89670284,46
641,C,Horiminori,Pin,C-P01,10.73,115.13,3.97,15.76,NA,60.89126367,61
642,C,Horiminori,Pin,C-P01,7.3,53.29,4.04,16.32,NA,35.19456928,35
643,C,Horiminori,Pin,C-P01,9.1,82.81,7.79,60.68,NA,116.5648366,117
644,C,Horiminori,Pin,C-P01,7.55,57,3.68,13.54,NA,30.23931685,30
645,C,Horiminori,Pin,C-P01,6.75,45.56,2.79,7.78,NA,6.452366788,6
646,C,Horiminori,Pin,C-P01,10.18,103.63,6.33,40.07,NA,99.99792054,100
647,C,Horiminori,Pin,C-P01,6.23,38.81,4.35,18.92,94,32.65778921,94
648,C,Horiminori,Pin,C-P01,6.92,47.89,5.21,27.14,73,54.13314727,73
649,C,Horiminori,Pin,C-P01,6.06,36.72,4.5,20.25,51,34.14822616,51
650,C,Horiminori,Pin,C-P01,14.25,203.06,4.58,20.98,82,100.2091937,82
651,C,Horiminori,Pin,C-P01,15.34,235.32,7.8,60.84,19,165.9176289,19
652,C,Horiminori,Pin,C-P01,NA,NA,NA,NA,276,NA,276
653,C,Horiminori,Pin,C-P02,8.82,77.79,3.95,15.6,NA,45.45262139,45
654,C,Horiminori,Pin,C-P02,10.05,101,3.65,13.32,NA,49.36476245,49
655,C,Horiminori,Pin,C-P02,12.78,163.33,3.69,13.62,NA,71.65651773,72
656,C,Horiminori,Pin,C-P02,13.75,189.06,4.28,18.32,NA,90.60698201,91
657,C,Horiminori,Pin,C-P02,17.34,300.68,4.38,19.18,NA,120.8008912,121
658,C,Horiminori,Pin,C-P02,8.95,80.1,5.37,28.84,NA,73.0632251,73
659,C,Horiminori,Pin,C-P02,11.46,131.33,5.78,33.41,NA,100.2838456,100
660,C,Horiminori,Pin,C-P02,13.15,172.92,3.51,12.32,NA,71.0811137,71
661,C,Horiminori,Pin,C-P02,10.84,117.51,3.02,9.12,39,43.25738018,39
662,C,Horiminori,Pin,C-P02,13.09,171.35,4.24,17.98,64,84.6449843,64
663,C,Horiminori,Pin,C-P02,8.01,64.16,5.51,30.36,104,68.20560773,104
664,C,Horiminori,Pin,C-P02,NA,NA,NA,NA,113,NA,113
665,C,Horiminori,Pin,C-P02,14.35,205.92,7.2,51.84,199,147.9778633,199
666,C,Horiminori,Pin,C-P03,13.93,194.04,6.23,38.81,150,127.7907863,150
667,C,Horiminori,Pin,C-P03,NA,NA,NA,NA,153,NA,153
668,C,Horiminori,Pin,C-P03,16.7,278.89,5.27,27.77,84,132.3250457,84
669,C,Horiminori,Pin,C-P03,11.38,129.5,4.55,20.7,57,77.02470701,57
670,C,Horiminori,Pin,C-P03,13.57,184.14,3.89,15.13,67,81.74254346,67
671,C,Horiminori,Pin,C-P03,20.05,402,3.09,9.55,118,117.237945,118
672,C,Horiminori,Pin,C-P03,10.13,102.62,4.47,19.98,69,65.66537922,69
673,C,Horiminori,Pin,C-P03,22.86,522.58,4.85,23.52,NA,173.1257045,173
674,C,Horiminori,Pin,C-P03,9.74,94.87,3.71,13.76,NA,48.08300715,48
675,C,Horiminori,Pin,C-P03,10.28,105.68,4.18,17.47,NA,61.35575588,61
676,C,Horiminori,Pin,C-P03,13.01,169.26,5.42,29.38,NA,105.978698,106
677,C,Horiminori,Pin,C-P03,11.53,132.94,4.4,19.36,NA,75.37984154,75
678,C,Horiminori,Pin,C-P03,11.44,130.87,3.87,14.98,NA,64.56651892,65
679,C,Horiminori,Pin,C-P03,17.44,304.15,4.43,19.62,NA,122.5337097,123
680,C,Horiminori,Pin,C-P03,17.47,305.2,5.5,30.25,NA,142.5926596,143
681,C,Horiminori,Pin,C-P03,22.12,489.29,4.41,19.45,NA,159.0442611,159
682,C,Horiminori,Pin,C-P03,10.99,120.78,6.03,36.36,NA,101.0601917,101
683,C,Horiminori,Pin,C-P03,15.36,235.93,7.28,53,NA,157.303596,157
684,C,Horiminori,Pin,C-P03,12.96,167.96,5.5,30.25,NA,107.0423817,107
685,C,Horiminori,Thrum,C-T01,5.83,33.99,3.33,11.09,NA,9.866382266,10
686,C,Horiminori,Thrum,C-T01,8.56,73.27,6.62,43.82,NA,92.32062885,92
687,C,Horiminori,Thrum,C-T01,9.46,89.49,4.76,22.66,NA,65.82129887,66
688,C,Horiminori,Thrum,C-T01,14.78,218.45,3.67,13.47,NA,87.03540392,87
689,C,Horiminori,Thrum,C-T01,13.68,187.14,6.59,43.43,NA,132.1531226,132
690,C,Horiminori,Thrum,C-T01,10.93,119.46,5.73,32.83,NA,95.20664601,95
691,C,Horiminori,Thrum,C-T01,9.63,92.74,4.35,18.92,NA,59.45844211,59
692,C,Horiminori,Thrum,C-T01,14.56,211.99,5.32,28.3,NA,116.3719621,116
693,C,Horiminori,Thrum,C-T01,8.58,73.62,3.33,11.09,30,31.54338093,30
694,C,Horiminori,Thrum,C-T01,13.68,187.14,6.02,36.24,97,122.0856364,97
695,C,Horiminori,Thrum,C-T01,15.59,243.05,4.12,16.97,73,102.0695703,73
696,C,Horiminori,Thrum,C-T01,12.14,147.38,6.13,37.58,92,111.9046858,92
697,C,Horiminori,Thrum,C-T02,NA,NA,NA,NA,11,NA,11
698,C,Horiminori,Thrum,C-T02,12.51,156.5,4.38,19.18,NA,82.72819896,83
699,C,Horiminori,Thrum,C-T02,18.57,344.84,5.41,29.27,NA,149.6238244,150
700,C,Horiminori,Thrum,C-T02,17.35,301.02,4.78,22.85,NA,128.387893,128
701,C,Horiminori,Thrum,C-T02,13.34,177.96,4.25,18.06,NA,86.80711124,87
702,C,Horiminori,Thrum,C-T02,11.11,123.43,3.6,12.96,NA,56.74991717,57
703,C,Horiminori,Thrum,C-T02,13.55,183.6,4.89,23.91,NA,100.482617,100
704,C,Horiminori,Thrum,C-T02,13.04,170.04,3.55,12.6,NA,70.99288601,71
705,C,Horiminori,Thrum,C-T02,12.84,164.87,3.85,14.82,NA,75.21910049,75
706,C,Horiminori,Thrum,C-T02,10.89,118.59,3.31,10.96,NA,49.35941132,49
707,C,Horiminori,Thrum,C-T02,15.04,226.2,5.03,25.3,NA,114.8214748,115
708,C,Horiminori,Thrum,C-T02,13.57,184.14,4.08,16.65,NA,85.38086664,85
709,C,Horiminori,Thrum,C-T02,12.93,167.18,4.03,16.24,NA,79.38180676,79
710,C,Horiminori,Thrum,C-T02,16.84,283.59,4.14,17.14,NA,112.3025105,112
711,C,Horiminori,Thrum,C-T02,13.05,170.3,3.7,13.69,NA,73.97951794,74
712,C,Horiminori,Thrum,C-T02,14.66,214.92,4.41,19.45,NA,100.2404756,100
713,C,Horiminori,Thrum,C-T02,15.15,229.52,6.62,43.82,NA,144.2666002,144
714,C,Horiminori,Thrum,C-T02,14.53,211.12,5.78,33.41,NA,124.4832587,124
715,C,Horiminori,Thrum,C-T02,13.62,185.5,6.83,46.65,NA,135.8570384,136
716,C,Horiminori,Thrum,C-T02,9.39,88.17,4.28,18.32,41,56.23908595,41
717,C,Horiminori,Thrum,C-T02,10.56,111.51,3.54,12.53,58,51.24946142,58
718,C,Horiminori,Thrum,C-T02,10.49,110.04,4.12,16.97,64,61.86859091,64
719,C,Horiminori,Thrum,C-T02,10.92,119.25,6.94,48.16,144,116.4775553,144
720,C,Horiminori,Thrum,C-T02,16.32,266.34,4.74,22.47,113,119.5222431,113
721,C,Horiminori,Thrum,C-T02,15,225,6.57,43.16,NA,142.2105466,142
722,C,Horiminori,Thrum,C-T03,8.62,74.3,6.17,38.07,NA,84.86930995,85
723,C,Horiminori,Thrum,C-T03,13.23,175.03,4.4,19.36,NA,88.78016799,89
724,C,Horiminori,Thrum,C-T03,16.19,262.12,4.8,23.04,NA,119.6174551,120
725,C,Horiminori,Thrum,C-T03,9.52,90.63,4.19,17.56,NA,55.55329003,56
726,C,Horiminori,Thrum,C-T03,10.44,108.99,3.81,14.52,NA,55.52858505,56
727,C,Horiminori,Thrum,C-T03,6.77,45.83,3.36,11.29,NA,17.8633361,18
728,C,Horiminori,Thrum,C-T03,6.5,42.25,3,9,NA,8.651264143,9
729,C,Horiminori,Thrum,C-T03,17.26,297.91,4.44,19.71,NA,121.3031199,121
730,C,Horiminori,Thrum,C-T03,15.72,247.12,4.29,18.4,NA,106.3270863,106
731,C,Horiminori,Thrum,C-T03,8.26,68.23,4.88,23.81,NA,58.59890819,59
732,C,Horiminori,Thrum,C-T03,12.89,166.15,6.05,36.6,NA,116.3942295,116
733,C,Horiminori,Thrum,C-T03,17.45,304.5,4.62,21.34,NA,126.1864109,126
734,C,Horiminori,Thrum,C-T03,9.93,98.6,5.08,25.81,94,75.46367735,94
735,C,Horiminori,Thrum,C-T03,4.89,23.91,3.08,9.49,26,-2.459372155,26
736,C,Horiminori,Thrum,C-T03,6.96,48.44,3.24,10.5,29,17.00835103,29
737,C,Horiminori,Thrum,C-T03,13.67,186.87,4.74,22.47,68,98.63349891,68
738,C,Horiminori,Thrum,C-T03,14.94,223.2,4.41,19.45,76,102.4475882,76
